,LicenseIssueDate,Species,zipcode
156,2019-01-19T00:00:00.000,Cat,98112
157,2019-01-19T00:00:00.000,Cat,98112
158,2019-01-19T00:00:00.000,Cat,98103
159,2019-01-20T00:00:00.000,Cat,98101
160,2019-01-20T00:00:00.000,Cat,98101
161,2019-01-20T00:00:00.000,Cat,98112
162,2019-01-20T00:00:00.000,Cat,98126
163,2019-01-20T00:00:00.000,Cat,98103
164,2019-01-20T00:00:00.000,Cat,98133
165,2019-01-20T00:00:00.000,Cat,98133
166,2019-01-20T00:00:00.000,Cat,98107
167,2019-01-20T00:00:00.000,Cat,98126
168,2019-01-20T00:00:00.000,Cat,98126
169,2019-01-20T00:00:00.000,Cat,98107
170,2019-01-20T00:00:00.000,Cat,98119
171,2019-01-20T00:00:00.000,Cat,98103
172,2019-01-20T00:00:00.000,Cat,98122
173,2019-01-21T00:00:00.000,Cat,98102
174,2019-01-21T00:00:00.000,Cat,98101
175,2019-01-21T00:00:00.000,Cat,98125
176,2019-01-21T00:00:00.000,Cat,98109
177,2019-01-21T00:00:00.000,Cat,98133
178,2019-01-21T00:00:00.000,Cat,98133
179,2019-01-21T00:00:00.000,Cat,98117
180,2019-01-21T00:00:00.000,Cat,98112
181,2019-01-21T00:00:00.000,Cat,98112
182,2019-01-21T00:00:00.000,Cat,98125
183,2019-01-21T00:00:00.000,Cat,98109
184,2019-01-22T00:00:00.000,Cat,98108
185,2019-01-22T00:00:00.000,Cat,98117
186,2019-01-22T00:00:00.000,Cat,98116
187,2019-01-22T00:00:00.000,Cat,98116
188,2019-01-22T00:00:00.000,Cat,98105
189,2019-01-22T00:00:00.000,Cat,98112
190,2019-01-22T00:00:00.000,Cat,98122
191,2019-01-22T00:00:00.000,Cat,87122
192,2019-01-22T00:00:00.000,Cat,98122
193,2019-01-22T00:00:00.000,Cat,98118
194,2019-01-22T00:00:00.000,Cat,98178
195,2019-01-22T00:00:00.000,Cat,98178
196,2019-01-22T00:00:00.000,Cat,98178
197,2019-01-23T00:00:00.000,Cat,98102
198,2019-01-23T00:00:00.000,Cat,98119
199,2019-01-23T00:00:00.000,Cat,98144
200,2019-01-23T00:00:00.000,Cat,98122
201,2019-01-23T00:00:00.000,Cat,98122
202,2019-01-23T00:00:00.000,Cat,98105
203,2019-01-23T00:00:00.000,Cat,98122
204,2019-01-23T00:00:00.000,Cat,98105
205,2019-01-23T00:00:00.000,Cat,98105
206,2019-01-23T00:00:00.000,Cat,98102
207,2019-01-24T00:00:00.000,Cat,98108
208,2019-01-24T00:00:00.000,Cat,98115
209,2019-01-24T00:00:00.000,Cat,98117
210,2019-01-24T00:00:00.000,Cat,98117
211,2019-01-24T00:00:00.000,Cat,98109
212,2019-01-24T00:00:00.000,Cat,98107
213,2019-01-24T00:00:00.000,Cat,98105
214,2019-01-24T00:00:00.000,Cat,98105
215,2019-01-24T00:00:00.000,Cat,98199
216,2019-01-24T00:00:00.000,Cat,98116
217,2019-01-24T00:00:00.000,Cat,98136
218,2019-01-24T00:00:00.000,Cat,98144
219,2019-01-24T00:00:00.000,Cat,98144
220,2019-01-24T00:00:00.000,Cat,98107
221,2019-01-24T00:00:00.000,Cat,98115
222,2019-01-24T00:00:00.000,Cat,98112
223,2019-01-25T00:00:00.000,Cat,98133
224,2019-01-25T00:00:00.000,Cat,98117
225,2019-01-25T00:00:00.000,Cat,98136
226,2019-01-25T00:00:00.000,Cat,98103
227,2019-01-25T00:00:00.000,Cat,98107
228,2019-01-25T00:00:00.000,Cat,98105
229,2019-01-25T00:00:00.000,Cat,98199
230,2019-01-25T00:00:00.000,Cat,98118
231,2019-01-25T00:00:00.000,Cat,98118
232,2019-01-25T00:00:00.000,Cat,98117
233,2019-01-25T00:00:00.000,Cat,98116
234,2019-01-25T00:00:00.000,Cat,98109
235,2019-01-26T00:00:00.000,Cat,98144
236,2019-01-26T00:00:00.000,Cat,98144
237,2019-01-26T00:00:00.000,Cat,98115
238,2019-01-26T00:00:00.000,Cat,98118
239,2019-01-26T00:00:00.000,Cat,98117
240,2019-01-26T00:00:00.000,Cat,98105
241,2019-01-26T00:00:00.000,Cat,98122
242,2019-01-26T00:00:00.000,Cat,98133
243,2019-01-26T00:00:00.000,Cat,98105
244,2019-01-27T00:00:00.000,Cat,98108
245,2019-01-27T00:00:00.000,Cat,98108
246,2019-01-27T00:00:00.000,Cat,98104
247,2019-01-27T00:00:00.000,Cat,98125
248,2019-01-27T00:00:00.000,Cat,98125
249,2019-01-27T00:00:00.000,Cat,98115
250,2019-01-27T00:00:00.000,Cat,98115
251,2019-01-27T00:00:00.000,Cat,98133
252,2019-01-27T00:00:00.000,Cat,98126
253,2019-01-27T00:00:00.000,Cat,98117
254,2019-01-27T00:00:00.000,Cat,98133
255,2019-01-27T00:00:00.000,Cat,98117
256,2019-01-27T00:00:00.000,Cat,98117
257,2019-01-27T00:00:00.000,Cat,98106
258,2019-01-27T00:00:00.000,Cat,98117
259,2019-01-27T00:00:00.000,Cat,98103
260,2019-01-27T00:00:00.000,Cat,98103
261,2019-01-27T00:00:00.000,Cat,98103
262,2019-01-27T00:00:00.000,Cat,98177
263,2019-01-27T00:00:00.000,Cat,98126
264,2019-01-28T00:00:00.000,Cat,98107
265,2019-01-28T00:00:00.000,Cat,98136
266,2019-01-28T00:00:00.000,Cat,98106
267,2019-01-28T00:00:00.000,Cat,98109
268,2019-01-28T00:00:00.000,Cat,98144
269,2019-01-28T00:00:00.000,Cat,98107
270,2019-01-28T00:00:00.000,Cat,98199
271,2019-01-28T00:00:00.000,Cat,98199
272,2019-01-29T00:00:00.000,Cat,98144
273,2019-01-29T00:00:00.000,Cat,98115
274,2019-01-29T00:00:00.000,Cat,98115
275,2019-01-30T00:00:00.000,Cat,98115
276,2019-01-30T00:00:00.000,Cat,98115
277,2019-01-30T00:00:00.000,Cat,98126
278,2019-01-30T00:00:00.000,Cat,98126
279,2019-01-30T00:00:00.000,Cat,98199
280,2019-01-30T00:00:00.000,Cat,98116
281,2019-01-30T00:00:00.000,Cat,98103
282,2019-01-30T00:00:00.000,Cat,98133
283,2019-01-30T00:00:00.000,Cat,98116
284,2019-01-30T00:00:00.000,Cat,98126
285,2019-01-30T00:00:00.000,Cat,98107
286,2019-01-31T00:00:00.000,Cat,98125
287,2019-01-31T00:00:00.000,Cat,98125
288,2019-01-31T00:00:00.000,Cat,98116
289,2019-01-31T00:00:00.000,Cat,98103
290,2019-01-31T00:00:00.000,Cat,98112
291,2019-01-31T00:00:00.000,Cat,98112
292,2019-01-31T00:00:00.000,Cat,98199
293,2019-01-31T00:00:00.000,Cat,98118
294,2019-01-31T00:00:00.000,Cat,98199
295,2019-01-31T00:00:00.000,Cat,98107
296,2019-01-31T00:00:00.000,Cat,98118
297,2019-01-31T00:00:00.000,Cat,98122
298,2019-01-31T00:00:00.000,Cat,98122
299,2019-01-31T00:00:00.000,Cat,98199
300,2019-01-31T00:00:00.000,Cat,98199
301,2019-01-31T00:00:00.000,Cat,98115
302,2019-01-31T00:00:00.000,Cat,98112
303,2019-02-01T00:00:00.000,Cat,98126
304,2019-02-01T00:00:00.000,Cat,98122
305,2019-02-01T00:00:00.000,Cat,98103
306,2019-02-01T00:00:00.000,Cat,98107
307,2019-02-01T00:00:00.000,Cat,98107
308,2019-02-01T00:00:00.000,Cat,98125
309,2019-02-01T00:00:00.000,Cat,98115
310,2019-02-02T00:00:00.000,Cat,98118
311,2019-02-02T00:00:00.000,Cat,98126
312,2019-02-02T00:00:00.000,Cat,98109
313,2019-02-02T00:00:00.000,Cat,98109
314,2019-02-02T00:00:00.000,Cat,98109
315,2019-02-02T00:00:00.000,Cat,98119
316,2019-02-02T00:00:00.000,Cat,98115
317,2019-02-02T00:00:00.000,Cat,98125
318,2019-02-03T00:00:00.000,Cat,98106
319,2019-02-03T00:00:00.000,Cat,98103
320,2019-02-03T00:00:00.000,Cat,98106
321,2019-02-03T00:00:00.000,Cat,98106
322,2019-02-03T00:00:00.000,Cat,98119
323,2019-02-03T00:00:00.000,Cat,98103
324,2019-02-03T00:00:00.000,Cat,98199
325,2019-02-03T00:00:00.000,Cat,98199
326,2019-02-03T00:00:00.000,Cat,98118
327,2019-02-03T00:00:00.000,Cat,98122
328,2019-02-03T00:00:00.000,Cat,98122
329,2019-02-03T00:00:00.000,Cat,98122
330,2019-02-04T00:00:00.000,Cat,98125
331,2019-02-04T00:00:00.000,Cat,98125
332,2019-02-04T00:00:00.000,Cat,98125
333,2019-02-04T00:00:00.000,Cat,98125
334,2019-02-04T00:00:00.000,Cat,98101
335,2019-02-04T00:00:00.000,Cat,98115
336,2019-02-05T00:00:00.000,Cat,98122
337,2019-02-05T00:00:00.000,Cat,98106
338,2019-02-05T00:00:00.000,Cat,98117
339,2019-02-05T00:00:00.000,Cat,98117
340,2019-02-05T00:00:00.000,Cat,98178
341,2019-02-05T00:00:00.000,Cat,98178
342,2019-02-05T00:00:00.000,Cat,98118
343,2019-02-05T00:00:00.000,Cat,98115
344,2019-02-05T00:00:00.000,Cat,98115
345,2019-02-06T00:00:00.000,Cat,98107
346,2019-02-06T00:00:00.000,Cat,98199
347,2019-02-06T00:00:00.000,Cat,98136
348,2019-02-06T00:00:00.000,Cat,98115
349,2019-02-06T00:00:00.000,Cat,98103
350,2019-02-06T00:00:00.000,Cat,98125
351,2019-02-06T00:00:00.000,Cat,98199
352,2019-02-06T00:00:00.000,Cat,98136
353,2019-02-06T00:00:00.000,Cat,98125
354,2019-02-06T00:00:00.000,Cat,98119
355,2019-02-06T00:00:00.000,Cat,98118
356,2019-02-06T00:00:00.000,Cat,98144
357,2019-02-06T00:00:00.000,Cat,98144
358,2019-02-06T00:00:00.000,Cat,98103
359,2019-02-06T00:00:00.000,Cat,98103
360,2019-02-06T00:00:00.000,Cat,98103
361,2019-02-06T00:00:00.000,Cat,98116
362,2019-02-06T00:00:00.000,Cat,98117
363,2019-02-06T00:00:00.000,Cat,98109
364,2019-02-06T00:00:00.000,Cat,98112
365,2019-02-06T00:00:00.000,Cat,98112
366,2019-02-06T00:00:00.000,Cat,98105
367,2019-02-06T00:00:00.000,Cat,98107
368,2019-02-06T00:00:00.000,Cat,98122
369,2019-02-06T00:00:00.000,Cat,98101
370,2019-02-06T00:00:00.000,Cat,98101
371,2019-02-07T00:00:00.000,Cat,98109
372,2019-02-07T00:00:00.000,Cat,98109
373,2019-02-07T00:00:00.000,Cat,98103
374,2019-02-07T00:00:00.000,Cat,98133
375,2019-02-07T00:00:00.000,Cat,98109
376,2019-02-07T00:00:00.000,Cat,98109
377,2019-02-07T00:00:00.000,Cat,98122
378,2019-02-07T00:00:00.000,Cat,98122
379,2019-02-07T00:00:00.000,Cat,98108
380,2019-02-07T00:00:00.000,Cat,98108
381,2019-02-07T00:00:00.000,Cat,98105
382,2019-02-07T00:00:00.000,Cat,98105
383,2019-02-07T00:00:00.000,Cat,98108
384,2019-02-07T00:00:00.000,Cat,98108
385,2019-02-07T00:00:00.000,Cat,98102
386,2019-02-08T00:00:00.000,Cat,98177
387,2019-02-08T00:00:00.000,Cat,98101
388,2019-02-08T00:00:00.000,Cat,98146
389,2019-02-08T00:00:00.000,Cat,98102
390,2019-02-08T00:00:00.000,Cat,98102
391,2019-02-08T00:00:00.000,Cat,98103
392,2019-02-08T00:00:00.000,Cat,98125
393,2019-02-08T00:00:00.000,Cat,98105
394,2019-02-08T00:00:00.000,Cat,98122
395,2019-02-09T00:00:00.000,Cat,98115
396,2019-02-09T00:00:00.000,Cat,98133
397,2019-02-09T00:00:00.000,Cat,98107
398,2019-02-09T00:00:00.000,Cat,98107
399,2019-02-09T00:00:00.000,Cat,98125
400,2019-02-09T00:00:00.000,Cat,98119
401,2019-02-09T00:00:00.000,Cat,98103
402,2019-02-09T00:00:00.000,Cat,98117
403,2019-02-10T00:00:00.000,Cat,98106
404,2019-02-10T00:00:00.000,Cat,98125
405,2019-02-10T00:00:00.000,Cat,98101
406,2019-02-10T00:00:00.000,Cat,98115
407,2019-02-10T00:00:00.000,Cat,98115
408,2019-02-10T00:00:00.000,Cat,98115
409,2019-02-10T00:00:00.000,Cat,98107
410,2019-02-10T00:00:00.000,Cat,98115
411,2019-02-10T00:00:00.000,Cat,98125
412,2019-02-10T00:00:00.000,Cat,98115
413,2019-02-10T00:00:00.000,Cat,98144
414,2019-02-10T00:00:00.000,Cat,98122
415,2019-02-10T00:00:00.000,Cat,98122
416,2019-02-10T00:00:00.000,Cat,98115
417,2019-02-10T00:00:00.000,Cat,98109
418,2019-02-10T00:00:00.000,Cat,98125
419,2019-02-10T00:00:00.000,Cat,98125
420,2019-02-11T00:00:00.000,Cat,98199
421,2019-02-11T00:00:00.000,Cat,98116
422,2019-02-11T00:00:00.000,Cat,98125
423,2019-02-11T00:00:00.000,Cat,98125
424,2019-02-11T00:00:00.000,Cat,98115
425,2019-02-11T00:00:00.000,Cat,98117
426,2019-02-11T00:00:00.000,Cat,98117
427,2019-02-11T00:00:00.000,Cat,98112
428,2019-02-11T00:00:00.000,Cat,98144
429,2019-02-11T00:00:00.000,Cat,98144
430,2019-02-11T00:00:00.000,Cat,98126
431,2019-02-12T00:00:00.000,Cat,98133
432,2019-02-12T00:00:00.000,Cat,98112
433,2019-02-12T00:00:00.000,Cat,98118
434,2019-02-12T00:00:00.000,Cat,98117
435,2019-02-12T00:00:00.000,Cat,98122
436,2019-02-12T00:00:00.000,Cat,98122
437,2019-02-12T00:00:00.000,Cat,98125
438,2019-02-13T00:00:00.000,Cat,98118
439,2019-02-13T00:00:00.000,Cat,98103
440,2019-02-13T00:00:00.000,Cat,98107
441,2019-02-13T00:00:00.000,Cat,98126
442,2019-02-13T00:00:00.000,Cat,98105
443,2019-02-13T00:00:00.000,Cat,98105
444,2019-02-13T00:00:00.000,Cat,98199
445,2019-02-14T00:00:00.000,Cat,98108
446,2019-02-14T00:00:00.000,Cat,98108
447,2019-02-14T00:00:00.000,Cat,98133
448,2019-02-14T00:00:00.000,Cat,98133
449,2019-02-14T00:00:00.000,Cat,98116
450,2019-02-14T00:00:00.000,Cat,98116
451,2019-02-14T00:00:00.000,Cat,98121
452,2019-02-14T00:00:00.000,Cat,98106
453,2019-02-14T00:00:00.000,Cat,98117
454,2019-02-14T00:00:00.000,Cat,98121
455,2019-02-14T00:00:00.000,Cat,98199
456,2019-02-15T00:00:00.000,Cat,98108
457,2019-02-15T00:00:00.000,Cat,98108
458,2019-02-15T00:00:00.000,Cat,98115
459,2019-02-15T00:00:00.000,Cat,98126
460,2019-02-15T00:00:00.000,Cat,98106
461,2019-02-15T00:00:00.000,Cat,98106
462,2019-02-15T00:00:00.000,Cat,98105
463,2019-02-15T00:00:00.000,Cat,98133
464,2019-02-15T00:00:00.000,Cat,98104
465,2019-02-15T00:00:00.000,Cat,98107
466,2019-02-16T00:00:00.000,Cat,98115
467,2019-02-16T00:00:00.000,Cat,98117
468,2019-02-16T00:00:00.000,Cat,98119
469,2019-02-16T00:00:00.000,Cat,98102
470,2019-02-16T00:00:00.000,Cat,98125
471,2019-02-16T00:00:00.000,Cat,98118
472,2019-02-16T00:00:00.000,Cat,98122
473,2019-02-17T00:00:00.000,Cat,98119
474,2019-02-17T00:00:00.000,Cat,98115
475,2019-02-17T00:00:00.000,Cat,98117
476,2019-02-17T00:00:00.000,Cat,98102
477,2019-02-17T00:00:00.000,Cat,98122
478,2019-02-17T00:00:00.000,Cat,98122
479,2019-02-17T00:00:00.000,Cat,98106
480,2019-02-18T00:00:00.000,Cat,98117
481,2019-02-18T00:00:00.000,Cat,98103
482,2019-02-18T00:00:00.000,Cat,98118
483,2019-02-18T00:00:00.000,Cat,98178
484,2019-02-19T00:00:00.000,Cat,98103
485,2019-02-19T00:00:00.000,Cat,98103
486,2019-02-19T00:00:00.000,Cat,98133
487,2019-02-19T00:00:00.000,Cat,98118
488,2019-02-19T00:00:00.000,Cat,98109
489,2019-02-20T00:00:00.000,Cat,98106
490,2019-02-20T00:00:00.000,Cat,98146
491,2019-02-20T00:00:00.000,Cat,98126
492,2019-02-20T00:00:00.000,Cat,98116
493,2019-02-20T00:00:00.000,Cat,98126
494,2019-02-20T00:00:00.000,Cat,98106
495,2019-02-20T00:00:00.000,Cat,98103
496,2019-02-20T00:00:00.000,Cat,98125
497,2019-02-20T00:00:00.000,Cat,98125
498,2019-02-20T00:00:00.000,Cat,98116
499,2019-02-20T00:00:00.000,Cat,98116
500,2019-02-20T00:00:00.000,Cat,98115
501,2019-02-20T00:00:00.000,Cat,98116
502,2019-02-20T00:00:00.000,Cat,98106
503,2019-02-20T00:00:00.000,Cat,98121
504,2019-02-21T00:00:00.000,Cat,98115
505,2019-02-21T00:00:00.000,Cat,98119
506,2019-02-21T00:00:00.000,Cat,98117
507,2019-02-21T00:00:00.000,Cat,98117
508,2019-02-21T00:00:00.000,Cat,98117
509,2019-02-21T00:00:00.000,Cat,98105
510,2019-02-21T00:00:00.000,Cat,98115
511,2019-02-21T00:00:00.000,Cat,98109
512,2019-02-21T00:00:00.000,Cat,98117
513,2019-02-21T00:00:00.000,Cat,98103
514,2019-02-21T00:00:00.000,Cat,98103
515,2019-02-21T00:00:00.000,Cat,98144
516,2019-02-21T00:00:00.000,Cat,98133
517,2019-02-21T00:00:00.000,Cat,98125
518,2019-02-21T00:00:00.000,Cat,98122
519,2019-02-21T00:00:00.000,Cat,98122
520,2019-02-21T00:00:00.000,Cat,98133
521,2019-02-21T00:00:00.000,Cat,98103
522,2019-02-21T00:00:00.000,Cat,98126
523,2019-02-21T00:00:00.000,Cat,98115
524,2019-02-21T00:00:00.000,Cat,98105
525,2019-02-21T00:00:00.000,Cat,98118
526,2019-02-22T00:00:00.000,Cat,98115
527,2019-02-22T00:00:00.000,Cat,98199
528,2019-02-22T00:00:00.000,Cat,98199
529,2019-02-22T00:00:00.000,Cat,98107
530,2019-02-22T00:00:00.000,Cat,98107
531,2019-02-22T00:00:00.000,Cat,98122
532,2019-02-22T00:00:00.000,Cat,98102
533,2019-02-22T00:00:00.000,Cat,98115
534,2019-02-22T00:00:00.000,Cat,98109
535,2019-02-22T00:00:00.000,Cat,98109
536,2019-02-22T00:00:00.000,Cat,98117
537,2019-02-22T00:00:00.000,Cat,98107
538,2019-02-22T00:00:00.000,Cat,98199
539,2019-02-22T00:00:00.000,Cat,98199
540,2019-02-22T00:00:00.000,Cat,98116
541,2019-02-22T00:00:00.000,Cat,98144
542,2019-02-22T00:00:00.000,Cat,98133
543,2019-02-22T00:00:00.000,Cat,98199
544,2019-02-22T00:00:00.000,Cat,98109
545,2019-02-22T00:00:00.000,Cat,98133
546,2019-02-23T00:00:00.000,Cat,98117
547,2019-02-23T00:00:00.000,Cat,98112
548,2019-02-23T00:00:00.000,Cat,98105
549,2019-02-23T00:00:00.000,Cat,98115
550,2019-02-23T00:00:00.000,Cat,98126
551,2019-02-23T00:00:00.000,Cat,98103
552,2019-02-23T00:00:00.000,Cat,98122
553,2019-02-23T00:00:00.000,Cat,98101
554,2019-02-23T00:00:00.000,Cat,98117
555,2019-02-23T00:00:00.000,Cat,98117
556,2019-02-23T00:00:00.000,Cat,98121
557,2019-02-24T00:00:00.000,Cat,98104
558,2019-02-24T00:00:00.000,Cat,98116
559,2019-02-24T00:00:00.000,Cat,98121
560,2019-02-24T00:00:00.000,Cat,98121
561,2019-02-24T00:00:00.000,Cat,98108
562,2019-02-24T00:00:00.000,Cat,98117
563,2019-02-24T00:00:00.000,Cat,98117
564,2019-02-24T00:00:00.000,Cat,98144
565,2019-02-24T00:00:00.000,Cat,98116
566,2019-02-24T00:00:00.000,Cat,98116
567,2019-02-24T00:00:00.000,Cat,98144
568,2019-02-24T00:00:00.000,Cat,98118
569,2019-02-24T00:00:00.000,Cat,98144
570,2019-02-24T00:00:00.000,Cat,98144
571,2019-02-24T00:00:00.000,Cat,98115
572,2019-02-24T00:00:00.000,Cat,98105
573,2019-02-25T00:00:00.000,Cat,98103
574,2019-02-25T00:00:00.000,Cat,98107
575,2019-02-25T00:00:00.000,Cat,98107
576,2019-02-25T00:00:00.000,Cat,98106
577,2019-02-25T00:00:00.000,Cat,98118
578,2019-02-25T00:00:00.000,Cat,98103
579,2019-02-25T00:00:00.000,Cat,98119
580,2019-02-25T00:00:00.000,Cat,98136
